Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
6,25,65,4,15455,11,7.0488,14.28571429,0.50257944
7,25,67,2,15455,11,8.1655,15.96638655,0.58220015
8,25,71,4,15455,10,9.0067,19.32773109,0.64217771
9,25,73,2,15455,10,9.7702,21.00840336,0.69661526
10,25,76,3,15455,10,8.9426,23.52941176,0.63760738
11,25,78,2,15455,10,7.6125,25.21008403,0.54277125
12,25,83,5,15455,10,8.9379,29.41176471,0.63727227
13,25,84,1,15455,10,9.4908,30.25210084,0.67669404
14,25,87,3,14596,10,7.6913,32.77310924,0.54838969
15,25,88,1,14596,9,5.8917,33.61344538,0.42007821
16,25,88,0,14596,9,7.8322,33.61344538,0.55843586
17,25,89,1,14596,9,9.7727,34.45378151,0.69679351
18,25,90,1,14596,9,9.7053,35.29411765,0.69198789
19,25,90,0,14596,9,9.5969,35.29411765,0.68425897
20,25,90,0,12076,9,10.148,35.29411765,0.7235524
21,25,90,0,12076,9,10.806,35.29411765,0.7704678
22,25,90,0,10718,9,10.341,35.29411765,0.7373133
23,25,90,0,10718,10,9.63,35.29411765,0.686619
24,25,91,1,14230,11,9.6982,36.13445378,0.69148166
25,25,91,0,14230,13,10.205,36.13445378,0.7276165
26,25,92,1,14568,15,10.711,36.97478992,0.7636943
27,25,92,0,14568,16,10.897,36.97478992,0.7769561
28,25,92,0,15363,16,11.062,36.97478992,0.7887206
29,25,92,0,15363,16,11.238,36.97478992,0.8012694
30,25,93,1,15363,16,11.419,37.81512605,0.8141747
31,170,94,1,17017,16,11.344,38.65546218,0.8088272
32,170,94,0,17017,17,10.724,38.65546218,0.7646212
33,170,95,1,20143,19,10.105,39.49579832,0.7204865
34,170,95,0,25598,22,12.254,39.49579832,0.8737102
35,170,96,1,25598,26,13.758,40.33613445,0.9809454
36,170,97,1,27696,29,13.381,41.17647059,0.9540653
37,170,97,0,27696,30,13.625,41.17647059,0.9714625
38,170,98,1,27893,30,14.037,42.01680672,1.0008381
39,170,99,1,27893,30,13.323,42.85714286,0.9499299
40,170,100,1,28083,30,13.088,43.69747899,0.9331744
41,170,101,1,28083,30,13.706,44.53781513,0.9772378
42,170,103,2,28083,30,14.324,46.21848739,1.0213012
43,170,104,1,29533,30,14.746,47.05882353,1.0513898
44,170,106,2,29533,29,14.612,48.7394958,1.0418356
45,170,108,2,30342,30,14.812,50.42016807,1.0560956
46,170,110,2,32046,30,16.533,52.10084034,1.1788029
47,170,111,1,32046,31,16.88,52.94117647,1.203544
48,170,113,2,30722,31,15.477,54.62184874,1.1035101
49,170,114,1,30722,31,15.96,55.46218487,1.137948
50,170,116,2,32109,30,16.947,57.14285714,1.2083211
51,170,117,1,32109,30,17.275,57.98319328,1.2317075
52,170,118,1,33038,30,17.49,58.82352941,1.247037
53,170,119,1,33038,30,17.379,59.66386555,1.2391227
54,170,121,2,33925,30,17.241,61.34453782,1.2292833
55,170,121,0,33925,30,17.067,61.34453782,1.2168771
56,170,122,1,34509,31,16.894,62.18487395,1.2045422
57,170,123,1,34509,31,17.585,63.02521008,1.2538105
58,170,123,0,34692,32,18.555,63.02521008,1.3229715
59,170,124,1,35629,32,20.759,63.86554622,1.4801167
60,170,124,0,35629,32,22.053,63.86554622,1.5723789
61,25,124,0,37459,32,21.863,63.86554622,1.5588319
62,25,125,1,37459,32,22.134,64.70588235,1.5781542
63,25,125,0,38163,32,22.738,64.70588235,1.6212194
64,25,125,0,38163,32,21.626,64.70588235,1.5419338
65,25,125,0,37163,32,20.121,64.70588235,1.4346273
66,25,125,0,37163,31,18.372,64.70588235,1.3099236
67,25,124,-1,38141,31,16.842,63.86554622,1.2008346
68,25,124,0,38141,32,17.289,63.86554622,1.2327057
69,25,123,-1,37846,33,17.89,63.02521008,1.275557
70,25,122,-1,37846,33,19.042,62.18487395,1.3576946
71,25,122,0,37522,32,19.9,62.18487395,1.41887
72,25,121,-1,37522,32,19.827,61.34453782,1.4136651
73,25,120,-1,37079,32,19.748,60.50420168,1.4080324
74,25,120,0,37079,31,19.6,60.50420168,1.39748
75,25,119,-1,37079,31,19.452,59.66386555,1.3869276
76,25,119,0,35537,31,19.222,59.66386555,1.3705286
77,25,118,-1,35537,30,18.975,58.82352941,1.3529175
78,25,118,0,35537,29,18.771,58.82352941,1.3383723
79,25,118,0,33566,29,18.718,58.82352941,1.3345934
80,25,117,-1,33566,28,18.665,57.98319328,1.3308145
81,25,117,0,33193,27,18.718,57.98319328,1.3345934
82,25,116,-1,33193,26,19.075,57.14285714,1.3600475
83,25,116,0,32996,26,19.432,57.14285714,1.3855016
84,25,116,0,32996,25,21.374,57.14285714,1.5239662
85,25,115,-1,32996,25,23.713,56.30252101,1.6907369
86,25,115,0,33446,25,23.726,56.30252101,1.6916638
87,25,115,0,33446,25,22.186,56.30252101,1.5818618
88,25,115,0,33531,25,21.216,56.30252101,1.5127008
89,25,115,0,33531,25,21.349,56.30252101,1.5221837
90,25,115,0,32968,25,21.118,56.30252101,1.5057134
91,170,115,0,32968,25,19.952,56.30252101,1.4225776
92,170,115,0,34446,25,19.238,56.30252101,1.3716694
93,170,115,0,34446,25,20.901,56.30252101,1.4902413
94,170,115,0,36931,26,22.034,56.30252101,1.5710242
95,170,115,0,38254,28,21.802,56.30252101,1.5544826
96,170,116,1,38254,29,21.662,57.14285714,1.5445006
97,170,117,1,40112,29,21.629,57.98319328,1.5421477
98,170,118,1,40112,30,21.632,58.82352941,1.5423616
99,170,119,1,41330,30,21.662,59.66386555,1.5445006
100,170,120,1,41330,30,20.818,60.50420168,1.4843234
101,170,121,1,41654,31,19.633,61.34453782,1.3998329
102,170,122,1,41654,31,19.74,62.18487395,1.407462
103,170,123,1,43287,31,20.213,63.02521008,1.4411869
104,170,124,1,43287,31,20.836,63.86554622,1.4856068
105,170,125,1,43217,31,21.545,64.70588235,1.5361585
106,170,125,0,43217,31,21.724,64.70588235,1.5489212
107,170,126,1,43217,31,21.606,65.54621849,1.5405078
108,170,127,1,41506,30,21.011,66.38655462,1.4980843
109,170,128,1,41506,30,20.008,67.22689076,1.4265704
110,170,128,0,41675,29,19.246,67.22689076,1.3722398
111,170,129,1,41675,29,21.245,68.06722689,1.5147685
112,170,130,1,42358,29,23.111,68.90756303,1.6478143
113,170,130,0,42358,29,23.452,68.90756303,1.6721276
114,170,130,0,41168,29,23.793,68.90756303,1.6964409
115,170,131,1,41168,28,23.199,69.74789916,1.6540887
116,170,132,1,42562,28,22.524,70.58823529,1.6059612
117,170,132,0,42562,29,23.326,70.58823529,1.6631438
118,170,133,1,42914,29,23.823,71.42857143,1.6985799
119,170,133,0,43752,29,23.234,71.42857143,1.6565842
120,170,133,0,43752,30,22.954,71.42857143,1.6366202
121,170,134,1,45842,31,22.879,72.26890756,1.6312727
122,170,134,0,45842,31,22.213,72.26890756,1.5837869
123,170,134,0,45842,32,21.372,72.26890756,1.5238236
124,170,134,0,43899,32,19.899,72.26890756,1.4187987
125,170,134,0,43899,31,18.426,72.26890756,1.3137738
126,170,135,1,44139,30,18.24,73.1092437,1.300512
127,170,135,0,44139,30,22.62,73.1092437,1.612806
128,170,135,0,45913,30,26.613,73.1092437,1.8975069
129,170,135,0,45913,30,26.154,73.1092437,1.8647802
130,170,136,1,46476,30,25.703,73.94957983,1.8326239
131,170,136,0,46609,30,25.388,73.94957983,1.8101644
132,170,136,0,46609,30,25.317,73.94957983,1.8051021
133,170,137,1,47475,30,25.681,74.78991597,1.8310553
134,170,137,0,47475,30,25.969,74.78991597,1.8515897
135,170,137,0,46391,30,26.212,74.78991597,1.8689156
136,170,138,1,46391,30,24.936,75.6302521,1.7779368
137,170,138,0,49988,30,23.327,75.6302521,1.6632151
138,170,138,0,49988,31,23.88,75.6302521,1.702644
139,170,138,0,50256,32,24.542,75.6302521,1.7498446
140,170,139,1,50256,33,24.986,76.47058824,1.7815018
141,170,139,0,49967,33,25.153,76.47058824,1.7934089
142,170,139,0,50129,33,24.827,76.47058824,1.7701651
143,170,139,0,50129,33,25.117,76.47058824,1.7908421
144,170,140,1,50129,33,25.93,77.31092437,1.848809
145,170,140,0,48644,33,25.847,77.31092437,1.8428911
146,170,141,1,48644,33,25.216,78.1512605,1.7979008
147,170,141,0,48608,32,25.274,78.1512605,1.8020362
148,170,141,0,48608,31,26.022,78.1512605,1.8553686
149,170,141,0,48489,31,26.432,78.1512605,1.8846016
150,170,142,1,48489,30,25.074,78.99159664,1.7877762
151,25,142,0,48784,30,23.716,78.99159664,1.6909508
152,25,142,0,48784,30,26.453,78.99159664,1.8860989
153,25,142,0,49143,29,29.749,78.99159664,2.1211037
